ключ_клиента,оборот_mean,оборот_std,cv,ci_lower,ci_upper,транзакции_кол,концентрация,возраст,регион,когорта
1469257,40072.61538461538,34537.876595098096,0.5922615020297699,5748.0,87628.75,26,0.31664823858226604,49,неизвестен,3
1472167,215322.03703703705,927625.1695945377,2.3392431311560395,1097.7,89130.7,27,0.9183414334601316,50,неизвестен,0
1489806,34123.8125,47748.41025043672,1.3628870673952642,2971.35,98255.74999999996,48,0.3008877598304703,52,неизвестен,3
1511461,8685.0,9011.459038357772,2.2691676436107864,2216.7,15765.899999999998,3,1.0,49,неизвестен,4
1529114,36439.07142857143,45649.25846129734,1.2036634390184224,4103.4,80486.7,42,0.31534309391868093,37,неизвестен,3
1531513,29667.918367346938,51151.79432320173,1.5341111111111119,1382.3999999999999,63960.19999999995,49,0.3991200554711748,39,неизвестен,3
1537288,36152.660377358494,41633.13860690802,1.0700726207160152,5033.0,74595.79999999993,53,0.25261639452405965,38,неизвестен,6
1538268,25441.81818181818,34861.27643784767,0.789179292929293,2753.25,73570.14999999989,22,0.5428696491102695,37,неизвестен,1
1543824,31563.872340425532,47263.46275597918,1.1792473979183349,1038.6,46708.8,47,0.34525939297688846,35,неизвестен,3
1551489,41640.28888888889,45244.02193862975,1.2924473943328105,3093.6,88774.2,45,0.2514087585047174,35,неизвестен,3
1566300,41386.28,60869.73309619157,0.6249740317554536,3398.8999999999996,78824.3,50,0.352124907094815,34,неизвестен,3
1571851,22589.2,32634.493271383886,0.8636363636363636,4243.2,35150.85,50,0.3330086944203425,34,неизвестен,1
1584167,79805.96875,105330.36018922926,2.5552291907992744,3285.0,192196.59999999992,64,0.232588140533035,36,неизвестен,2
1608574,30350.222222222223,44691.05459529352,0.43019607843137264,2662.0,78169.19999999998,9,0.8691095067947516,35,неизвестен,4
1613573,76310.97297297297,94969.67403633035,7.461018889524904,1888.1999999999994,196648.99999999994,37,0.2852683861837021,49,неизвестен,7
1618226,73800.44186046511,133448.44866391202,3.4506648199445986,1500.0,92695.39999999994,43,0.44421017205733,56,неизвестен,2
1621235,82612.09090909091,111176.82184917251,1.4062180094786736,4095.0,187788.5,55,0.2623703552088457,35,неизвестен,6
1639431,29026.0,59557.163062418265,1.8216492395437263,936.25,42678.5,46,0.5022318820607611,44,неизвестен,1
1646987,11915.05,16455.044901108595,1.7224778761061956,1311.4499999999998,23358.75,40,0.3642179428537858,36,неизвестен,3
1671116,22101.18604651163,33752.130394953514,1.176161321671526,2164.8,37523.99999999999,43,0.40649296943971225,40,неизвестен,1
1677253,25296.380952380954,31972.416736151077,2.5167019027484145,1542.0,47977.0,21,0.5150652078972335,47,неизвестен,2
1722177,42948.62962962963,51509.96363103193,1.4733164556962028,1287.6,99118.59999999996,27,0.41334997106793386,41,неизвестен,1
1734420,52293.05357142857,83531.13553819737,1.5570934959349594,1875.0,128686.5,56,0.312159051444623,42,неизвестен,3
1748086,106140.71929824562,199091.6109151724,1.233675977176073,7027.200000000001,186855.6,57,0.3761823306067863,35,неизвестен,0
1764506,52430.13888888889,64927.47967290241,0.9670930644388425,7272.0,116434.75,36,0.36038273151839617,42,неизвестен,3
1790717,36775.09433962264,49693.68065335765,1.0130069594432454,2698.2,56740.2,53,0.27082418371744615,37,неизвестен,6
1802295,8669.190476190477,12977.885768157228,1.138936049801924,675.0,13981.0,21,0.6161062987152093,36,неизвестен,1
1817662,128970.35483870968,209197.89694450356,1.8661653596235719,6045.0,235925.30000000005,62,0.3436802556026254,43,неизвестен,0
1837412,59958.608695652176,127849.73841320578,1.0118070463442355,2433.0,87493.5,46,0.5257746648412528,46,неизвестен,0
1878143,95721.97297297297,266273.2598593678,1.1784557907845579,5011.2,104635.3999999999,37,0.6805012150899861,36,неизвестен,0
1962611,59698.88636363636,81436.63091051391,0.7640767724245986,2866.3000000000006,126238.95,44,0.33931385197911795,38,неизвестен,3
1966631,24379.310344827587,34344.08149895895,1.1750655778272707,2538.4499999999994,45028.94999999996,58,0.2674314002828854,44,неизвестен,3
1971025,19001.735294117647,27442.662059292263,1.158539264140582,2092.9500000000003,38631.200000000004,34,0.42125719168063597,51,неизвестен,1
2023814,102210.63076923077,234572.6067965094,1.8167451820128484,7770.0,179092.8,65,0.42611539278392085,34,неизвестен,0
2025352,59997.9,130521.97813640429,1.2375861431016149,8728.449999999999,81042.29999999999,40,0.5161876499010799,40,неизвестен,0
2030574,41112.59090909091,56175.76119859646,0.7833108859870002,6592.95,46901.399999999994,22,0.5356587287460046,40,неизвестен,1
2044646,55931.98245614035,73825.87442831244,1.595731543624161,7138.8,113563.60000000003,57,0.2680015796128318,37,неизвестен,6
2089077,31987.753623188404,52231.033532994596,1.571164021164022,2531.9999999999995,51697.799999999996,69,0.3039913372644875,46,неизвестен,6
2132154,119392.07936507936,208743.5221926052,0.9481301779054033,10274.1,225260.69999999992,63,0.31455517840977726,39,неизвестен,6
2141754,32934.17021276596,29436.951010967343,0.8015930965814804,5505.0,60156.900000000016,47,0.2073336494593341,34,неизвестен,3
2195601,66413.4693877551,103936.87003689013,1.5446323529411774,4808.4,112568.59999999998,49,0.3777282700214488,41,неизвестен,0
2206774,67724.65384615384,183703.6442672613,1.1481691919191919,2229.75,66200.5,26,0.7771792001662842,60,неизвестен,1
2213008,55521.24,64939.67494115135,2.214505917303853,7068.9,125081.05,50,0.2500354819164702,44,неизвестен,2
2244322,84401.59210526316,106855.29123590435,1.017329741244283,9434.0,157650.75,76,0.2026162202914294,40,неизвестен,6
2333565,42579.3,61797.59561868083,2.5553532089881044,2050.2999999999997,113160.84999999999,50,0.3096767678191046,45,неизвестен,2
2424697,15111.875,15354.82278827649,1.3863342898134863,2218.5,34425.200000000004,8,0.8076595392696141,34,неизвестен,4
2426527,44055.18,62273.008777700794,0.7900655976676386,5511.45,90541.54999999999,50,0.31060274864385984,40,неизвестен,3
2442486,41105.42622950819,63479.3438675221,0.7483662427095776,10476.0,53411.0,61,0.32065329016032745,31,неизвестен,6
2537571,45281.73809523809,45343.28626424126,1.2835419284577367,3734.9999999999995,89853.75,42,0.256556700824941,39,неизвестен,3
2545471,32627.76923076923,45814.971171514946,0.6118604195255831,3067.5,55874.60000000001,52,0.34193619875471815,38,неизвестен,3
2574967,29774.58,33847.238966917226,2.7180898135944265,3002.1,68607.65,50,0.21513452078921014,34,неизвестен,2
2617048,8975.625,11797.777342973337,0.9439536495988908,1333.15,10372.6,8,0.8082584778218787,36,неизвестен,1
2659007,51988.19512195122,61235.55929806874,3.1242274733835367,2334.0,120918.0,41,0.2778839098557083,42,неизвестен,2
2729587,106857.96721311475,190470.51795496253,1.3126133387064276,4659.0,212524.0,61,0.3538567204881737,46,неизвестен,0
2787440,34631.98181818182,67591.37561727852,1.122131728045326,2717.5,43362.899999999994,55,0.406169494408479,36,неизвестен,3
2807738,36093.97297297297,63273.811236598325,0.8502585801598501,4261.0,85536.99999999997,37,0.45418004203741436,36,неизвестен,1
2808092,2073.0,0.0,0.0,2073.0,2073.0,1,1.0,39,неизвестен,4
2833764,37762.901639344265,58983.33443862361,2.4261538461538463,2370.0,57780.0,61,0.28876679645258574,36,неизвестен,2
2864539,24147.775,37071.40753902359,1.0394890340643974,2187.15,45115.04999999999,40,0.4144025691808044,37,неизвестен,1
2910977,56481.46296296296,142922.38015669916,0.7668530088786584,6383.55,89507.04999999981,54,0.4836526175910222,34,неизвестен,3
2929967,52874.97297297297,102163.98192373272,1.406087735004477,1355.9999999999998,147453.0,37,0.513217309164812,55,неизвестен,1
2932444,151944.47222222222,180672.84088711685,1.1296899120531387,19176.600000000002,303532.2,72,0.20642628767343918,42,неизвестен,6
3026212,31429.666666666668,70605.23655687674,0.8377234242709316,951.5999999999999,64247.79999999999,33,0.5979585008952167,56,неизвестен,1
3080315,172579.04255319148,568647.2565438518,1.4205925206410888,6900.9,182853.10000000003,47,0.6096917662766922,35,неизвестен,0
3095351,34514.30508474576,47766.850669935026,2.804708798017349,1500.0,78766.49999999991,59,0.23794800878437042,48,неизвестен,2
3109060,64145.793650793654,81369.36116666828,0.8609461966604824,9822.9,165567.59999999986,63,0.21855767553329036,37,неизвестен,6
3112068,12788.357142857143,19846.667106332785,1.4659586316626894,1408.6,17271.25,14,0.6481621117422656,38,неизвестен,1
3130776,24559.543478260868,48057.73737264942,1.176782935091092,2154.25,47407.5,46,0.4480716342447238,36,неизвестен,1
3162843,52472.46551724138,53994.868132333846,0.8919451764476247,6059.999999999999,92249.85,58,0.21346762160647145,36,неизвестен,6
3169339,122726.3275862069,259561.09209788716,0.9766002571927611,9092.849999999997,173300.84999999998,58,0.4253763665638447,36,неизвестен,0
3176388,25092.68888888889,33195.82038605478,1.4863251394340022,2059.7999999999997,52550.0,45,0.3215093196690315,36,неизвестен,3
3183222,36398.46296296296,38368.752242143586,1.0137721443925585,3906.6,85408.99999999999,54,0.20348386709451,37,неизвестен,3
3187293,30457.777777777777,32082.1814631128,0.6551714285714286,8259.9,53409.399999999994,27,0.4039714966681259,35,неизвестен,1
3194881,17741.96875,25013.302429013114,1.3279902996166781,1385.1,36761.7,32,0.4261646554867255,36,неизвестен,1
3228030,56378.12280701754,93087.06899043784,1.4091897527554365,3591.0,86888.40000000002,57,0.3189612867751053,32,неизвестен,3
3235085,24745.6,46655.702208489725,1.743137254901961,2336.4,36255.6,55,0.3930212019326852,36,неизвестен,3
3241529,38700.931818181816,45961.24240616303,1.1784502935983245,3067.5,85230.0,44,0.28849199661037056,36,неизвестен,3
3242971,40697.4375,72871.45337550633,1.0373097778555194,1567.8,89581.7,32,0.5535667939781221,41,неизвестен,1
3304776,65471.45,126879.63741835869,1.1296362649294245,7108.65,102474.05,60,0.4100688162550241,33,неизвестен,3
3325469,18449.675,20173.72266264645,2.3121576763485487,1383.8999999999999,44077.299999999996,40,0.25124697318516453,34,неизвестен,2
3335290,42346.378787878784,59529.707331658225,1.4449713307426832,2005.5,90828.0,66,0.2744766197674947,41,неизвестен,6
3356514,38503.791666666664,45843.730900454255,1.011976011994003,2420.85,73220.29999999997,48,0.28810582507566895,34,неизвестен,3
3357665,34676.98181818182,44983.75256083262,0.9721836734693883,2501.3999999999996,95519.99999999996,55,0.24055412183297906,37,неизвестен,6
3390692,53085.56,69288.69889387734,0.96759489564183,5231.999999999999,74138.59999999999,25,0.4190480424431804,39,неизвестен,1
3488459,65863.68,112890.3064895193,1.7093288423153694,3000.0,143759.34999999998,50,0.4045443558574316,34,неизвестен,0
3513848,65032.660377358494,129369.69108938886,1.411721837310753,3600.0,91079.39999999992,53,0.39915763661277887,50,неизвестен,3
3576309,202150.30508474575,619247.4727253123,0.7094414495357898,5346.0,112390.49999999994,59,0.6471122175578702,46,неизвестен,0
3594913,40227.64,47612.632195567596,0.9670301378161442,3230.3999999999996,95011.4,50,0.24472576566758578,39,неизвестен,3
3621723,101944.98113207547,261546.99726337942,0.9805899908172642,4135.2,76397.99999999994,53,0.5820203794721681,41,неизвестен,0
3628362,14159.363636363636,11986.773417341203,1.2310530953954615,2637.0,28175.0,11,0.6040589908380577,36,неизвестен,1
3628931,58510.85135135135,80633.97406594253,1.5944973249393009,4014.2,103166.55,74,0.2196889789212119,42,неизвестен,6
3629326,13273.333333333334,16944.865423550054,0.6272816486751717,1370.3999999999999,27244.799999999996,9,0.7994977398292316,35,неизвестен,4
3631981,30460.38888888889,38983.86609650519,1.2345505617977532,3760.6499999999996,58656.89999999992,54,0.2635426336936677,48,неизвестен,6
3636252,30260.222222222223,35704.11343179687,2.582384291725105,2394.0,67301.79999999997,45,0.26143231671941897,47,неизвестен,2
3641608,55229.88888888889,58166.04989606449,0.9355654320987659,11667.9,106148.49999999997,63,0.19483612939048703,42,неизвестен,6
3647877,27880.274509803923,40146.76343415954,1.7597042513863217,2083.0,51460.5,51,0.2914211607897635,36,неизвестен,6
3669940,36698.2,44921.47091885845,1.8014420188263571,5326.0,75526.8,65,0.231590901754561,36,неизвестен,6
3675595,38187.46268656717,45490.21643358032,0.7254153569824876,7440.3,65142.00000000001,67,0.230724313676443,33,неизвестен,6
3703174,52019.45614035088,52411.71552576141,1.5923740111990043,5222.4,103220.8,57,0.18710947894326987,35,неизвестен,6
3716871,28924.117647058825,35979.66800664664,1.8278154681139758,3730.2,62608.59999999999,17,0.6105814402798397,56,неизвестен,1
3725459,44547.22641509434,234203.74475404242,1.0550666666666666,2047.8,19466.2,53,0.8176406383219336,34,неизвестен,0
3727567,33397.256410256414,35392.502026246235,1.1479843295842285,3328.5,74406.19999999995,39,0.25671385565987687,43,неизвестен,3
3741999,29819.387096774193,49130.07448677401,2.4853877314814814,594.0,99637.5,31,0.46701161076199615,48,неизвестен,2
3761420,46069.390625,110881.74859078719,1.1404822029822035,7844.999999999998,60400.749999999985,64,0.38572757603085833,37,неизвестен,6
3779957,35905.75,30862.916423302995,0.9571536714610144,6450.75,65041.5,56,0.18350274180120374,33,неизвестен,6
3844505,20127.966666666667,21002.377272558668,0.6780446112153437,3612.7,47784.44999999998,30,0.32716833460574757,45,неизвестен,1
3866757,11652.766666666666,15770.225102353133,1.0170528563801389,1967.3999999999996,17484.849999999995,30,0.4772428865248024,42,неизвестен,1
3908175,36924.0,41682.48437703906,1.3621968068774952,2199.0,74168.85,38,0.2969442211313138,49,неизвестен,3
3908295,34263.316666666666,34064.04221486917,0.8449416461290918,3343.7999999999997,63258.29999999999,60,0.19177458496672098,41,неизвестен,6
3946835,41837.953125,53748.65292016329,0.7735914268769049,7749.749999999998,54924.6,64,0.24729676889516808,34,неизвестен,6
3954936,25822.365853658535,31285.17367369055,0.8189365043751402,2325.0,70224.0,41,0.29901852903089304,44,неизвестен,3
3963860,54067.975,76475.10755712852,4.918712764918451,787.5,104138.59999999996,40,0.36689648539639225,53,неизвестен,7
3978033,75869.76363636364,87223.00325174101,2.404526315789474,5415.0,157101.6,55,0.22484774746772998,42,неизвестен,2
3980821,73435.2131147541,75885.64545206091,1.2591740370556794,9933.0,129087.0,61,0.1894740272902534,44,неизвестен,6
3982805,130056.25373134328,182946.5886192285,1.162717476909859,7456.5,210295.20000000022,67,0.24707069925769204,45,неизвестен,6
4011265,46050.1129032258,73672.0799152273,1.24963995885244,3168.0,71737.1,62,0.3211683485067285,42,неизвестен,6
4041410,26605.864864864863,39253.99699129439,0.6621336459554522,3410.4,43377.399999999994,37,0.4148303005738422,40,неизвестен,1
4049041,67831.8431372549,139995.69867473206,1.0900036218761318,5400.0,86658.0,51,0.5025822217802732,40,неизвестен,0
4056130,57836.02173913043,63997.360693706716,1.0554057303833997,6090.0,163048.0,46,0.21738408100563175,45,неизвестен,3
4079748,146032.70588235295,297984.8881634702,2.105553228913644,2368.5,220299.75000000003,34,0.616029003978158,40,неизвестен,0
4092276,47597.78846153846,61659.76547222563,2.162755464597368,2308.15,105098.55000000005,52,0.27284275085502113,46,неизвестен,2
4113610,39858.98333333333,51891.05626293471,0.9623322683706074,4260.599999999999,90252.15,60,0.23890432060693972,37,неизвестен,6
4115031,450291.05263157893,1258333.0938348547,1.0716495691970331,10937.55,605457.1999999998,38,0.6445610032341655,40,неизвестен,5
4122770,75253.31666666667,100552.56741169297,1.7157993797454827,7224.4,180384.49999999994,60,0.236506962373087,40,неизвестен,6
4157271,30088.20512820513,26645.17177043284,0.49716984711104356,7773.0,51313.0,39,0.2513098241068994,34,неизвестен,3
4165647,51324.44117647059,69125.35433573312,1.07469938182742,4978.2,130034.09999999998,68,0.23404025487226301,43,неизвестен,6
4192619,14374.25,12482.410952516344,0.7887640449438206,3727.95,25759.399999999994,4,0.9674939562064108,38,неизвестен,4
4200847,71188.390625,96470.8337804776,1.0654650199160585,5659.799999999999,132672.3,64,0.2635276512124409,41,неизвестен,6
4213683,10668.5,13978.473316138641,1.0991766467065875,1483.5,18253.399999999998,18,0.5865502283461697,35,неизвестен,1
4247090,34865.26666666667,42131.22162028747,1.1938180466301982,2810.3999999999996,66059.19999999998,45,0.30289425260542646,58,неизвестен,3
4256055,20630.604166666668,28107.715438217598,1.132604917890347,2003.3,40538.59999999996,48,0.3165271254578301,35,неизвестен,3
4258773,48060.67857142857,48596.703242866744,1.502281069743052,4443.75,102279.75,56,0.19028177920916936,34,неизвестен,6
4274400,41314.11475409836,59619.41157152067,2.105664488017429,2622.0,78778.0,61,0.28525875926180905,43,неизвестен,6
4311430,66485.3275862069,79573.85695613507,1.5176962398197886,10025.85,122734.2,58,0.23948867121057824,45,неизвестен,6
4316390,88310.90909090909,113345.15492043403,2.028900421667208,11439.3,196866.09999999998,55,0.24851125156986678,32,неизвестен,6
4403061,31239.40740740741,70186.02903989921,0.6978784096986987,3899.7,35501.999999999956,27,0.6280623713638045,54,неизвестен,1
4424733,51934.125,73454.40836147532,1.2155367902727687,6079.5,118931.54999999993,48,0.3238433464188206,43,неизвестен,3
4477923,32036.444444444445,60904.00178260705,0.570702608826972,3375.5499999999997,64337.75,54,0.3997073934315548,33,неизвестен,1
4506081,41184.55223880597,36331.467301460885,0.975144157814871,8332.8,70469.50000000001,67,0.15756886095170447,36,неизвестен,6
4528819,46947.454545454544,47241.980678521,1.0390747028862481,3731.8499999999995,79480.79999999999,22,0.39751598498902063,42,неизвестен,1
4536494,28808.5,51538.12141795301,1.2544110479285135,1479.8999999999999,34524.59999999999,48,0.42111413876691484,35,неизвестен,3
4549543,42486.382352941175,61947.00578863627,2.6892544337443893,2664.15,94590.0,34,0.41001441984525144,43,неизвестен,2
4574488,26709.627906976744,46871.868972527926,1.7366006911718512,1015.1999999999999,51551.99999999998,43,0.45287127540456623,37,неизвестен,3
4665505,59684.431818181816,87543.01568745756,0.9054789899768697,3434.4000000000005,111438.14999999997,44,0.36025421582832434,40,неизвестен,3
4671838,33431.81034482759,44387.81248482705,1.1623521975161761,1755.1499999999999,72905.69999999995,58,0.2519492843126384,33,неизвестен,6
4694598,55780.62222222222,80748.15083876229,1.1162644415917844,2581.2,93252.19999999998,45,0.3790316669110101,38,неизвестен,3
4700197,69752.02564102564,88049.21764281704,1.5520739138981718,4404.0,183023.4999999999,39,0.30066216255460276,35,неизвестен,3
4787865,6896.958333333333,4464.924611897782,0.6697552928237562,2416.5,12238.15,24,0.27648661547662917,33,неизвестен,1
4820202,84426.94117647059,71979.87248609285,0.8800813008130082,14545.5,147815.5,51,0.18144472979770884,41,неизвестен,0
4840678,19452.238095238095,33012.85833170198,0.9622695440903244,990.0,51000.0,21,0.6078820652293652,48,неизвестен,1
4841105,36656.25396825397,52262.97504545801,1.2611324786324805,2001.1,72561.29999999994,63,0.2805705862790472,36,неизвестен,6
4864631,103041.66666666667,380763.81749841064,1.0457395238608211,4296.05,73106.74999999999,54,0.7795826930853215,40,неизвестен,0
4867608,88395.30769230769,103037.05162855411,1.0557037874505373,11029.6,159185.4,65,0.22510557904657313,36,неизвестен,6
4877397,108578.41304347826,205597.2770890129,1.1554777695897818,6942.0,217497.75,46,0.4446503999213552,38,неизвестен,0
4881053,148281.81132075473,150397.47668360194,1.1100000000000012,16968.8,301090.39999999997,53,0.20720820222992017,36,неизвестен,0
4895042,48438.333333333336,61859.631081631545,2.150913574002654,2748.0000000000005,112346.40000000001,57,0.24669927580193302,55,неизвестен,2
4912590,29655.477272727272,39606.069237318945,1.738426966292135,5174.1,54914.349999999955,44,0.3216767406910114,32,неизвестен,3
4974715,49336.12903225807,86485.51852403065,1.0005684907805625,1877.0,66439.0,31,0.588905598200625,52,неизвестен,1
5010451,66214.84126984127,91255.65394846561,0.7135883905013195,13041.3,111510.29999999997,63,0.28668056243085577,35,неизвестен,6
5029606,60979.68253968254,89257.65793758199,2.552274301546987,4113.9,112280.09999999992,63,0.28126308007871476,32,неизвестен,2
5090946,35533.42857142857,53517.42947397643,1.1910062786356694,2970.6,61099.799999999974,35,0.4393376056349353,37,неизвестен,1
5141252,50632.41379310345,146488.20854559503,0.9401083099906634,3991.65,77260.59999999999,58,0.5494221365623766,35,неизвестен,0
5167844,76838.69354838709,206127.81080394133,0.7728356765230737,4956.150000000001,67269.90000000001,62,0.5798032283382092,34,неизвестен,0
5231329,34635.508771929824,39228.74430693705,1.374782521747825,3946.0,63379.200000000004,57,0.24990375965442624,35,неизвестен,6
5241846,22513.134615384617,31090.559573253624,1.206841307642346,1425.8999999999999,60794.700000000004,52,0.26079220420899596,51,неизвестен,3
5275622,60355.37837837838,100429.95063182538,1.6248678213309031,4149.6,122954.49999999996,74,0.2937370054573161,36,неизвестен,6
5293275,25411.048780487807,39025.25614856404,0.6280002865945403,4650.0,47400.0,41,0.3595411252835093,33,неизвестен,1
5295760,33823.163636363635,57508.347020952664,1.4417214043035111,1800.0,57726.69999999999,55,0.3627600020212076,36,неизвестен,3
5323084,24916.846153846152,42223.662172359735,1.2892707937713637,1828.95,57259.80000000005,52,0.34767025089605735,33,неизвестен,3
5327853,84833.3275862069,213389.55709973315,1.0106983997136876,5400.0,120154.94999999994,58,0.47891534983506195,45,неизвестен,0
5332002,50296.88888888889,44944.16435841858,0.7344384630721469,9712.199999999999,98280.0,9,0.7197264244309345,36,неизвестен,1
5395689,30686.14,31963.167061485008,1.2429732353349054,3000.0,58209.85,50,0.2286680566535902,37,неизвестен,3
5420228,35138.510204081635,45654.038890163814,1.1378345984818223,3505.7999999999997,65124.59999999999,49,0.2829298862170524,36,неизвестен,3
5425459,39572.270833333336,55388.74730136211,1.3169654613592627,4067.7,79908.14999999994,48,0.2995268677719931,36,неизвестен,3
